Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Constructor,"org.json.JSONArray.JSONArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,20,,,,0,,,,8,,,1,5,12,,,,6,2,0,3,5,1,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,"1.50",2,2,2,1
Public Constructor,"org.json.JSONArray.JSONArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,13,,,,0,,,,3,,,1,1,10,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"3.33",1,1,1,1
Public Constructor,"org.json.JSONArray.JSONArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,52,,,,1,,,,40,,,2,30,11,,,,7,88,2,19,26,2,,,25,,,11,9,11,7,14,,,,,14,,4,13,,,"0.28",11,9,11,7
Public Constructor,"org.json.JSONArray.JSONArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,,0,,,,7,,,1,4,6,,,,3,2,0,3,5,1,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.86",2,2,2,1
Public Constructor,"org.json.JSONArray.JSONArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,0,,,,7,,,1,4,8,,,,4,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,"1.14",2,2,2,1
Public Constructor,"org.json.JSONArray.JSONArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,0,,,,7,,,1,4,8,,,,4,2,0,2,4,1,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,"1.14",2,2,2,1
Private Method,"org.json.JSONArray.addAll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,22,,,,0,,,,12,,,1,7,10,,,,5,4,1,3,9,3,,,6,,,4,4,4,1,1,,,,,0,,2,0,,,"0.83",4,4,4,1
Private Method,"org.json.JSONArray.addAll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,,,,0,,,,11,,,1,6,9,,,,2,4,1,2,8,3,,,5,,,4,4,4,1,1,,,,,0,,2,0,,,"0.82",4,4,4,1
Private Method,"org.json.JSONArray.addAll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,43,,,,0,,,,24,,,2,18,19,,,,12,8,1,12,20,4,,,17,,,8,8,8,1,5,,,,,0,,3,0,,,"0.79",8,8,8,1
Public Method,"org.json.JSONArray.clear",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"1.33",1,1,1,1
Public Method,"org.json.JSONArray.get",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,16,,,,0,,,,7,,,2,4,9,,,,3,2,0,3,5,2,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,"1.29",2,2,2,1
Public Method,"org.json.JSONArray.getBigDecimal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,,,,0,,,,8,,,3,5,13,,,,4,2,0,4,6,3,,,5,,,2,2,2,1,0,,,,,0,,1,0,,,"1.63",2,2,2,1
Public Method,"org.json.JSONArray.getBigInteger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,,,,0,,,,8,,,3,5,10,,,,4,2,0,4,6,3,,,5,,,2,2,2,1,0,,,,,0,,1,0,,,"1.25",2,2,2,1
Public Method,"org.json.JSONArray.getBoolean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,24,,,,0,,,,13,,,2,10,11,,,,5,3,0,4,7,2,,,6,,,3,3,7,3,2,,,,,2,,1,2,,,"0.85",3,3,7,3
Public Method,"org.json.JSONArray.getDouble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,21,,,,0,,,,11,,,2,7,10,,,,6,3,0,4,7,2,,,6,,,3,3,3,3,2,,,,,2,,1,2,,,"0.91",3,3,3,3
Public Generic Method,"org.json.JSONArray.getEnum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,0,,,,8,,,2,5,17,,,,6,2,0,3,5,2,,,4,,,2,2,2,1,0,,,,,0,,1,0,,,"2.13",2,2,2,1
TypeVariable,"org.json.JSONArray.getEnum.E",0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,"0.00",0,0,0,0
Public Method,"org.json.JSONArray.getFloat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21,,,,0,,,,11,,,2,7,10,,,,6,3,0,4,7,2,,,6,,,3,3,3,3,2,,,,,2,,1,2,,,"0.91",3,3,3,3
Public Method,"org.json.JSONArray.getInt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,20,,,,0,,,,11,,,2,7,9,,,,6,3,0,4,7,2,,,6,,,3,3,3,3,2,,,,,2,,1,2,,,"0.82",3,3,3,3
Public Method,"org.json.JSONArray.getJSONArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,17,,,,0,,,,7,,,2,4,10,,,,3,2,0,3,5,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"1.43",2,2,2,1
Public Method,"org.json.JSONArray.getJSONObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,17,,,,0,,,,7,,,2,4,10,,,,3,2,0,3,5,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"1.43",2,2,2,1
Public Method,"org.json.JSONArray.getLong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,21,,,,0,,,,11,,,2,7,10,,,,6,3,0,4,7,2,,,6,,,3,3,3,3,2,,,,,2,,1,2,,,"0.91",3,3,3,3
Public Method,"org.json.JSONArray.getNumber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,,,,0,,,,11,,,2,7,10,,,,5,3,0,4,7,2,,,6,,,3,3,3,3,3,,,,,3,,2,3,,,"0.91",3,3,3,3
Public Method,"org.json.JSONArray.getString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,16,,,,0,,,,7,,,2,4,9,,,,3,2,0,3,5,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"1.29",2,2,2,1
Public Method,"org.json.JSONArray.isEmpty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,0,,,,3,,,1,1,5,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"1.67",1,1,1,1
Public Method,"org.json.JSONArray.isNull",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,0,,,,3,,,1,1,7,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"2.33",1,1,1,1
Public Method,"org.json.JSONArray.iterator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,2,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.JSONArray.join",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,,,,2,,,,13,,,4,9,11,,,,7,3,0,7,10,4,,,8,,,3,3,3,1,1,,,,,0,,1,0,,,"0.85",3,3,3,1
Public Method,"org.json.JSONArray.length",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,8,,,,0,,,,3,,,1,1,5,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"1.67",1,1,1,1
Public Method,"org.json.JSONArray.opt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,11,,,,0,,,,4,,,1,2,7,,,,3,1,0,1,2,1,,,1,,,2,2,3,1,0,,,,,0,,0,0,,,"1.75",2,2,3,1
Public Method,"org.json.JSONArray.optBigDecimal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,18,,,,0,,,,4,,,2,2,14,,,,3,1,0,2,3,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"3.50",1,1,1,1
Public Method,"org.json.JSONArray.optBigInteger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,,,,0,,,,4,,,2,2,11,,,,3,1,0,2,3,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"2.75",1,1,1,1
Public Method,"org.json.JSONArray.optBoolean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,3,,,1,1,9,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"3.00",1,1,1,1
Public Method,"org.json.JSONArray.optBoolean",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,,,,0,,,,7,,,1,4,11,,,,2,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,"1.57",2,2,2,1
Public Method,"org.json.JSONArray.optBooleanObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,3,,,1,1,9,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"3.00",1,1,1,1
Public Method,"org.json.JSONArray.optBooleanObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,,,,0,,,,7,,,1,4,11,,,,2,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,"1.57",2,2,2,1
Public Method,"org.json.JSONArray.optDouble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,,,,0,,,,3,,,1,1,9,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"3.00",1,1,1,1
Public Method,"org.json.JSONArray.optDouble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,22,,,,0,,,,8,,,3,5,14,,,,3,2,0,4,6,3,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,"1.75",2,2,2,1
Public Method,"org.json.JSONArray.optDoubleObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,,,,0,,,,3,,,1,1,9,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"3.00",1,1,1,1
Public Method,"org.json.JSONArray.optDoubleObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,22,,,,0,,,,8,,,3,5,14,,,,3,2,0,4,6,3,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,"1.75",2,2,2,1
Public Generic Method,"org.json.JSONArray.optEnum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,,,,0,,,,3,,,1,1,11,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"3.67",1,1,1,1
Public Generic Method,"org.json.JSONArray.optEnum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,33,,,,0,,,,18,,,4,12,15,,,,7,5,1,7,11,3,,,9,,,5,5,5,5,9,,,,,9,,2,9,,,"0.83",5,5,5,5
TypeVariable,"org.json.JSONArray.optEnum.E",0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,"0.00",0,0,0,0
TypeVariable,"org.json.JSONArray.optEnum.E",0,0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,,,,0,0,0,0,0,0,,0,,,,0,,,,0,,,0,0,0,,,,,,,0,0,0,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,"0.00",0,0,0,0
Public Method,"org.json.JSONArray.optFloat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,,,,0,,,,3,,,1,1,9,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"3.00",1,1,1,1
Public Method,"org.json.JSONArray.optFloat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,22,,,,0,,,,8,,,3,5,14,,,,3,2,0,4,6,3,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,"1.75",2,2,2,1
Public Method,"org.json.JSONArray.optFloatObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,,,,0,,,,3,,,1,1,9,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"3.00",1,1,1,1
Public Method,"org.json.JSONArray.optFloatObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,22,,,,0,,,,8,,,3,5,14,,,,3,2,0,4,6,3,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,"1.75",2,2,2,1
Public Method,"org.json.JSONArray.optInt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,3,,,1,1,9,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"3.00",1,1,1,1
Public Method,"org.json.JSONArray.optInt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,,,,0,,,,7,,,2,4,11,,,,3,2,0,3,5,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"1.57",2,2,2,1
Public Method,"org.json.JSONArray.optIntegerObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,3,,,1,1,9,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"3.00",1,1,1,1
Public Method,"org.json.JSONArray.optIntegerObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,,,,0,,,,7,,,2,4,11,,,,3,2,0,3,5,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"1.57",2,2,2,1
Public Method,"org.json.JSONArray.optJSONArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,4,,,2,2,8,,,,2,1,0,2,3,2,,,2,,,2,2,2,1,0,,,,,0,,0,0,,,"2.00",2,2,2,1
Public Method,"org.json.JSONArray.optJSONObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,,,,0,,,,4,,,2,2,9,,,,2,1,0,2,3,2,,,2,,,2,2,2,1,0,,,,,0,,0,0,,,"2.25",2,2,2,1
Public Method,"org.json.JSONArray.optLong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,3,,,1,1,9,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"3.00",1,1,1,1
Public Method,"org.json.JSONArray.optLong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,,,,0,,,,7,,,2,4,11,,,,3,2,0,3,5,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"1.57",2,2,2,1
Public Method,"org.json.JSONArray.optLongObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,3,,,1,1,9,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"3.00",1,1,1,1
Public Method,"org.json.JSONArray.optLongObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,,,,0,,,,7,,,2,4,11,,,,3,2,0,3,5,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"1.57",2,2,2,1
Public Method,"org.json.JSONArray.optNumber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,,,,0,,,,3,,,1,1,10,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"3.33",1,1,1,1
Public Method,"org.json.JSONArray.optNumber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,30,,,,1,,,,17,,,2,11,12,,,,4,5,1,6,11,2,,,10,,,5,5,5,5,5,,,,,5,,2,5,,,"0.71",5,5,5,5
Public Method,"org.json.JSONArray.optQuery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,0,,,,7,,,1,4,8,,,,2,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,"1.14",2,2,2,1
Public Method,"org.json.JSONArray.optQuery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,,,0,,,,3,,,1,1,8,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"2.67",1,1,1,1
Public Method,"org.json.JSONArray.optString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,3,,,1,1,9,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"3.00",1,1,1,1
Public Method,"org.json.JSONArray.optString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,,,,0,,,,5,,,2,3,10,,,,4,1,0,2,3,2,,,2,,,2,2,2,1,0,,,,,0,,0,0,,,"2.00",2,2,2,1
Public Method,"org.json.JSONArray.put",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,16,,,,0,,,,5,,,1,3,11,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"2.20",1,1,1,1
Public Method,"org.json.JSONArray.put",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,,,,0,,,,3,,,1,1,7,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"2.33",1,1,1,1
Public Method,"org.json.JSONArray.put",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,38,,,,0,,,,18,,,1,12,20,,,,8,8,1,8,13,1,,,12,,,5,5,5,3,2,,,,,2,,1,2,,,"1.11",5,5,5,3
Public Method,"org.json.JSONArray.put",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,,,,0,,,,3,,,1,1,7,,,,2,1,0,1,2,1,,,1,,,2,2,2,1,0,,,,,0,,0,0,,,"2.33",2,2,2,1
Public Method,"org.json.JSONArray.put",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,,,,0,,,,3,,,1,1,10,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"3.33",1,1,1,1
Public Method,"org.json.JSONArray.put",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,12,,,,0,,,,3,,,1,1,9,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"3.00",1,1,1,1
Public Method,"org.json.JSONArray.put",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,,,,0,,,,3,,,1,1,9,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"3.00",1,1,1,1
Public Method,"org.json.JSONArray.put",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,0,,,,3,,,1,1,7,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"2.33",1,1,1,1
Public Method,"org.json.JSONArray.put",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,0,,,,3,,,1,1,12,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"4.00",1,1,1,1
Public Method,"org.json.JSONArray.put",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16,,,,0,,,,3,,,1,1,13,,,,2,1,0,1,2,1,,,1,,,2,2,2,1,0,,,,,0,,0,0,,,"4.33",2,2,2,1
Public Method,"org.json.JSONArray.put",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,0,,,,3,,,1,1,12,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"4.00",1,1,1,1
Public Method,"org.json.JSONArray.put",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,,,,0,,,,3,,,1,1,13,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"4.33",1,1,1,1
Public Method,"org.json.JSONArray.put",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,,,,0,,,,3,,,1,1,13,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"4.33",1,1,1,1
Public Method,"org.json.JSONArray.put",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,,,,0,,,,3,,,1,1,13,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"4.33",1,1,1,1
Public Method,"org.json.JSONArray.put",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,,,,0,,,,3,,,1,1,13,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"4.33",1,1,1,1
Public Method,"org.json.JSONArray.put",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19,,,,0,,,,4,,,1,2,15,,,,3,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"3.75",1,1,1,1
Public Method,"org.json.JSONArray.putAll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,,,0,,,,4,,,1,2,7,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"1.75",1,1,1,1
Public Method,"org.json.JSONArray.putAll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,0,,,,4,,,1,2,7,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"1.75",1,1,1,1
Public Method,"org.json.JSONArray.putAll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,,,,0,,,,4,,,1,2,9,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"2.25",1,1,1,1
Public Method,"org.json.JSONArray.putAll",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17,,,,0,,,,4,,,1,2,13,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"3.25",1,1,1,1
Public Method,"org.json.JSONArray.query",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,22,,,,0,,,,3,,,1,1,19,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"6.33",1,1,1,1
Public Method,"org.json.JSONArray.query",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,22,,,,0,,,,3,,,1,1,19,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"6.33",1,1,1,1
Public Method,"org.json.JSONArray.remove",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,,,,0,,,,5,,,1,3,8,,,,3,1,0,1,2,1,,,1,,,2,2,3,1,0,,,,,0,,0,0,,,"1.60",2,2,3,1
Public Method,"org.json.JSONArray.similar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,46,,,,0,,,,39,,,4,27,7,,,,8,25,1,15,30,5,,,28,,,15,15,17,15,39,,,,,39,,3,39,,,"0.18",15,15,17,15
Public Method,"org.json.JSONArray.toJSONObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,22,,,,0,,,,10,,,2,6,12,,,,7,3,0,6,9,3,,,7,,,3,3,5,1,1,,,,,0,,1,0,,,"1.20",3,3,5,1
Public Method,"org.json.JSONArray.toList",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,24,,,,0,,,,15,,,2,11,9,,,,6,5,1,6,12,3,,,10,,,5,5,6,1,3,,,,,0,,2,0,,,"0.60",5,5,6,1
Public Method,"org.json.JSONArray.toString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,20,,,,0,,,,8,,,2,4,12,,,,2,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,"1.50",2,2,2,1
Public Method,"org.json.JSONArray.toString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,34,,,,0,,,,7,,,3,3,27,,,,5,1,0,2,4,2,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"3.86",1,1,1,1
Public Method,"org.json.JSONArray.write",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,73,,,,2,,,,43,,,6,31,28,,,,8,22,1,19,29,5,,,25,,,10,10,10,1,4,,,,,0,,4,0,,,"0.65",10,10,10,1
Public Method,"org.json.JSONArray.write",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,13,,,,0,,,,3,,,1,1,10,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"3.33",1,1,1,1
Private Static Method,"org.json.JSONArray.wrongValueFormatException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,27,,,,0,,,,19,,,5,11,8,,,,4,3,0,3,6,1,,,5,,,3,3,5,3,2,,,,,2,,1,2,,,"0.42",3,3,5,3
Public Class,"org.json.JSONException",1,1,1,1,9,0,3,6,1,1,0,1,,0,1,,,,3,0,,,,3,51,0,0,0,3,,43,,,,4,,,,12,,,5,4,27,,,,,,,4,8,5,,,3,,,,,,,,1,1,1,1,,1,0,,0,0,"2.25",3,3,3,3
Public Constructor,"org.json.JSONException.JSONException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,9,,,,0,,,,3,,,1,1,6,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"2.00",1,1,1,1
Public Constructor,"org.json.JSONException.JSONException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11,,,,0,,,,3,,,1,1,8,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"2.67",1,1,1,1
Public Constructor,"org.json.JSONException.JSONException",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,,,,0,,,,3,,,1,1,6,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,"2.00",1,1,1,1
Public Class,"org.json.JSONML",5,5,5,1,37,2,20,14,1,11,8,0,,16,0,,,,0,0,,,,16,28,0,2,0,14,,640,,,,67,,,,328,,,51,217,245,,,,,,,154,230,41,,,192,,,,,,,,46,46,51,13,,1,7,,0,0,"0.75",81,81,87,28
Private Static Method,"org.json.JSONML.parse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,21,,,,0,,,,11,,,7,3,10,,,,2,1,0,1,2,1,,,1,,,2,2,2,1,0,,,,,0,,0,0,,,"0.91",2,2,2,1
